date,temp,humidity,precip,windspeed,pressure
2024-01-01,18.08657476565295,63.882706064448186,4.9430656143020775,11.046059712816051,1012.29753987583
2024-01-02,16.792882941184523,72.85819919518161,5.302304187458726,7.061051228130096,1014.6276801307579
2024-01-03,16.50166183533443,62.720852681548386,3.7258868146981023,4.173439510684404,1007.8252465024609
2024-01-04,16.470542912216054,59.99468152466306,3.942741997785822,6.183951848957578,1008.7630888959941
2024-01-05,20.692267268817794,62.66343831692198,3.2025846140637717,5.150503627573086,1011.3668518264244
2024-01-06,18.147848535753216,58.80067755216252,4.127094055037016,6.7987226201623905,1012.1249187506202
2024-01-07,16.88675671929068,74.19536390675749,2.959508325786198,5.884578142088199,1015.4676347363096
2024-01-08,15.811733547177758,66.30079791087044,0.0,5.3436279022031385,1013.5905837076074
2024-01-09,19.892640851669377,64.88904915044904,2.6530551528352784,7.3977926088214225,1008.5644340288977
2024-01-10,17.137293971541837,62.55561795373852,6.171366678656748,8.687236579136922,1007.7108795339118
2024-01-11,19.385365086694282,62.25897907191013,0.9692339990821237,9.223352577681736,1016.0929985674878
2024-01-12,20.75886473354028,59.57625296382473,2.072362872446356,8.662526862807129,1015.9266353813671
2024-01-13,18.095908807909392,63.6429324743081,0.0,5.607586751838658,1015.4375774671826
2024-01-14,21.923488765102544,63.06290276256757,6.010598693676073,8.723272050095268,1011.0646407361846
2024-01-15,20.089303530577467,71.6633917731566,2.8925218826701453,11.129287311628012,1005.1407646877308
2024-01-16,21.16452704807349,64.08587722676882,2.1029779486023976,8.183521553071005,1007.0372932561974
2024-01-17,19.234248395905,66.01528833878723,7.433682134224548,6.963459563452705,1010.5745191913204
2024-01-18,18.821563330443112,68.93054158937744,3.9862533289790534,6.940479592465922,1014.5398022993401
2024-01-19,20.169287987767888,68.79243855633408,0.8938407183679429,7.3446757068044635,1011.8236755406035
2024-01-20,17.19668422502,66.32159611781688,3.783165816539668,8.010226913284923,1012.2962385998745
2024-01-21,17.440035602322894,62.664762705476335,1.9718564504196916,6.395445461556762,1012.5161428650019
2024-01-22,21.22437992018889,73.06361552999599,3.523733438495517,8.515100781445529,1012.7766622527015
2024-01-23,16.722631935972363,64.8506410419622,3.1806906298230793,12.926484224970572,1012.4229171056567
2024-01-24,21.305517611585095,63.43478586799825,0.0,10.285645629030041,1015.2557990980604
2024-01-25,22.425045630369777,58.72554903691537,7.208382932808298,5.196297874415438,1014.7605712814008
2024-01-26,25.36272039567912,57.438502255642824,1.3011068111916844,8.199302730175283,1011.4895730376514
2024-01-27,18.01753715055498,64.93755372886365,0.0,8.947184861270363,1010.2417272972986
2024-01-28,24.353974539887542,58.77754117635256,2.0338154513829734,9.62703443473934,1009.3074070506981
2024-01-29,21.84241408972353,69.98298954449508,0.0,8.36926771706461,1013.7796483827452
2024-01-30,23.082635702341744,56.890455734907064,0.0,9.043883131233795,1013.8909540196995
2024-01-31,22.14953968033462,65.0873791433845,0.9599258352645275,8.464507394322007,1013.879217419896
2024-02-01,20.347445054414152,73.22463903939953,4.421498762735363,5.617393005594703,1014.9696608259015
2024-02-02,19.952370541975075,67.94971185611973,6.475786737022212,6.358635363296579,1015.890128387733
2024-02-03,22.85083659556457,67.25504982130309,8.690378947961843,7.509223767994259,1010.7387915069276
2024-02-04,20.367705001178564,59.81063707481924,2.7686948717576874,8.682303949633289,1013.8300723979901
2024-02-05,23.920441745757703,62.888876935662225,7.360602231471951,7.470686333524088,1021.1605074997689
2024-02-06,23.63459823556108,58.62383274725026,0.0,8.96494483048637,1012.3296116440224
2024-02-07,23.926265000229872,65.18830862279876,2.7815132620293817,6.30641256386319,1008.4554583259425
2024-02-08,21.718012682473702,67.76659016687526,3.6422812323906117,5.508522442576024,1013.5195427775535
2024-02-09,23.49220060444932,58.53305263765954,3.4611753178365836,8.116417436892,1009.5710891065081
2024-02-10,23.545375757467195,65.74030990460102,6.2491537295258315,10.107604104069805,1008.8669918961288
2024-02-11,21.06006600969123,66.25715653313593,4.541357852736626,9.030095372612095,1024.5581944719643
2024-02-12,24.18106063971455,68.42351000898863,5.8620052904796065,9.302782502611596,1012.054192266079
2024-02-13,24.65839937606871,58.73835411449153,2.2895441797799734,7.029272904341793,1013.245622418159
2024-02-14,27.868547190922556,52.30310987976449,5.05878057112354,4.774568257620697,1011.5842044026317
2024-02-15,25.513458912320434,62.667362421781185,0.0,6.569392581480064,1015.0387932468041
2024-02-16,21.96868211011355,64.49168831487582,3.1367155197114416,6.696799304788366,1019.431832267976
2024-02-17,24.788613255649118,52.43770309001723,3.559362944308283,6.676427070463224,1015.5573000043887
