date,predicted_temp,day_of_year,temp,precip,humidity
2024-06-29,14.086988282476952,181,14.470990560096094,3.93004078801457,65.97856754573546
2024-06-30,13.97671512030606,182,12.609184674211837,8.14649894168295,61.758494936982494
2024-07-01,13.029506099437924,183,13.436783663145006,9.805966442469451,74.05140235875791
2024-07-02,13.386700283368747,184,13.562829668442719,5.159912529910403,64.73546409970781
2024-07-03,12.404524936305314,185,11.995168782024523,7.970376972945477,72.18535916319135
2024-07-04,11.426554209671448,186,15.600563511099107,7.599021108606277,76.41215298512707
2024-07-05,12.427366705120633,187,13.615413712893359,0.0,68.26084162457121
2024-07-06,12.214947847137111,188,11.707865661362792,1.5172329216887013,64.09242021616737
2024-07-07,11.638544087975,189,10.337296922431191,4.852313949619278,66.96614993537167
2024-07-08,10.437021188037239,190,9.615613421635976,1.9121563564697825,74.80313523641388
2024-07-09,9.837094837098956,191,10.016822941688444,1.6166524537550142,68.53592853080322
2024-07-10,9.26174672927199,192,10.610398721161593,3.3527430530925404,69.91886551224636
2024-07-11,9.127724054637085,193,9.789072838339926,3.273737083274985,65.67744082541456
2024-07-12,8.251580234341716,194,8.510339661973408,6.486459963096082,64.51778299127766
2024-07-13,7.645011413264985,195,13.465928824367154,6.131349564366539,62.410178116626746
2024-07-14,7.839671454211402,196,10.167870942682995,7.285436735150922,61.17427143493788
2024-07-15,7.672716428354793,197,12.226885282500358,2.4783695920547144,64.92122696701578
2024-07-16,7.492253461176748,198,9.804611386348865,10.052198001428865,67.3115691886174
2024-07-17,7.608686755268781,199,7.1644007457003065,5.917003072957624,66.26527412309049
2024-07-18,6.447191668849346,200,6.802387399347129,7.246059135676116,74.24431944127676
2024-07-19,6.984098616695462,201,7.917855706096482,2.8388224566824913,63.93361757998074
2024-07-20,6.406746969005962,202,11.214260559581968,7.190579458006321,65.20331721108029
2024-07-21,6.200798227192841,203,9.806903686938448,7.35596830458638,64.65346590703197
2024-07-22,7.083696798932522,204,11.471499291572096,4.545811397886223,56.823972361003044
2024-07-23,6.3232867124155625,205,9.286508074589907,0.008942088357176914,63.75371702077081
2024-07-24,5.345628107892583,206,8.314754950736168,9.096549292387472,67.67466130115838
2024-07-25,6.029582598189112,207,10.839079048748477,1.3704698720619035,59.14833907278098
2024-07-26,5.559171803114683,208,10.393543631965882,5.656676865424221,62.933978502317366
2024-07-27,5.405818225782827,209,9.487264656017937,6.643602884631514,66.97561533787172
2024-07-28,4.924491733126441,210,10.345126485624434,2.710171562462514,69.75411541241508
